island,site,month,year,cleanup.type,people,lbs,item,Source,num.of.item,meters
STX,Altona,3,2023,mangrove,27,1699,"Plastic Food Containers/Utinsels (plates, cups, lids, etc.)",land,250,
STX,Altona,3,2023,mangrove,27,1699,Plastic Pieces,land,395,
STX,Altona,3,2023,mangrove,27,1699,Shoes,land,29,
STX,Altona,3,2023,mangrove,27,1699,Straws,land,32,
STX,Altona,3,2023,mangrove,27,1699,Tires,land,31,
STX,Altona,3,2023,mangrove,27,1699,Toys,land,18,
STJ,Coral Bay,5,2023,mangrove,38,2344,"Appliances (Fridges, Washers, etc)",land,2,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Buoys/Floats/Boat parts,ocean,7,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Caps (Metal & Plastic Combined),land,30,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Caps (Metal & Plastic Combined),land,95,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Car Parts,land,2,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Cigarette Butts,land,74,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Clothes,land,23,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Construction Materials,land,214,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Fish Traps,ocean,34,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Fishing Line,ocean,40,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Fishing Line,ocean,183,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Fishing Materials (other),ocean,22,403
STJ,Coral Bay,5,2023,mangrove,38,2344,"Foam Food Containers/Utinsels (plates, cups, lids, etc.)",land,15,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Foam Pieces,land,166,403
STJ,Coral Bay,5,2023,mangrove,38,2344,"Food Wrappers (candy, chips, etc.)",land,76,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Glass Beverage Bottles,land,230,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Glass Pieces,land,106,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Lighters,land,16,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Metal Beverage Cans,land,105,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Metal Pieces,land,26,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Other,other,33,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Other Non-Food Wrappers & Packaging,land,61,403
STJ,Coral Bay,5,2023,mangrove,38,2344,"Paper (Bags, Pieces)",land,12,403
STJ,Coral Bay,5,2023,mangrove,38,2344,"Paper Food Containers/Utinsels (plates, cups, lids, etc.)",land,11,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Personal Hygiene,land,3,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Plastic Bags (grocery),land,34,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Plastic Bags (other),land,97,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Plastic Beverage Bottles,land,224,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Plastic Bottles (non-drinking),land,117,403
STJ,Coral Bay,5,2023,mangrove,38,2344,"Plastic Food Containers/Utinsels (plates, cups, lids, etc.)",land,150,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Plastic Pieces,land,454,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Shoes,land,25,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Straws,land,9,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Syringes,land,1,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Tires,land,1,403
STJ,Coral Bay,5,2023,mangrove,38,2344,Toys,land,4,403
STT,Vessup,2,2023,mangrove,73,2285,"Appliances (Fridges, Washers, etc)",land,5,805
STT,Vessup,2,2023,mangrove,73,2285,Balloons,land,3,805
STT,Vessup,2,2023,mangrove,73,2285,Buoys/Floats/Boat parts,ocean,57,805
STT,Vessup,2,2023,mangrove,73,2285,Caps (Metal & Plastic Combined),land,36,805
STT,Vessup,2,2023,mangrove,73,2285,Caps (Metal & Plastic Combined),land,342,805
STT,Vessup,2,2023,mangrove,73,2285,Car Parts,land,2,805
STT,Vessup,2,2023,mangrove,73,2285,Cigar Tips,land,10,805
STT,Vessup,2,2023,mangrove,73,2285,Cigarette Butts,land,5,805
STT,Vessup,2,2023,mangrove,73,2285,Clothes,land,29,805
STT,Vessup,2,2023,mangrove,73,2285,Condoms,land,2,805
STT,Vessup,2,2023,mangrove,73,2285,Construction Materials,land,336,805
STT,Vessup,2,2023,mangrove,73,2285,Fishing Line,ocean,192,805
STT,Vessup,2,2023,mangrove,73,2285,Fishing Materials (other),ocean,67,805
STT,Vessup,2,2023,mangrove,73,2285,"Foam Food Containers/Utinsels (plates, cups, lids, etc.)",land,69,805
STT,Vessup,2,2023,mangrove,73,2285,Foam Pieces,land,162,805
STT,Vessup,2,2023,mangrove,73,2285,"Food Wrappers (candy, chips, etc.)",land,128,805
STT,Vessup,2,2023,mangrove,73,2285,Glass Beverage Bottles,land,281,805
STT,Vessup,2,2023,mangrove,73,2285,Glass Pieces,land,63,805
STT,Vessup,2,2023,mangrove,73,2285,Lighters,land,59,805
STT,Vessup,2,2023,mangrove,73,2285,Metal Beverage Cans,land,116,805
STT,Vessup,2,2023,mangrove,73,2285,Metal Pieces,land,17,805
STT,Vessup,2,2023,mangrove,73,2285,Oil/Lube Bottles,land,1,805
STT,Vessup,2,2023,mangrove,73,2285,Other,other,16,805
STT,Vessup,2,2023,mangrove,73,2285,Other Non-Food Wrappers & Packaging,land,203,805
STT,Vessup,2,2023,mangrove,73,2285,"Paper (Bags, Pieces)",land,26,805
STT,Vessup,2,2023,mangrove,73,2285,"Paper Food Containers/Utinsels (plates, cups, lids, etc.)",land,15,805
STT,Vessup,2,2023,mangrove,73,2285,Plastic Bags (grocery),land,56,805
STT,Vessup,2,2023,mangrove,73,2285,Plastic Bags (other),land,188,805
STT,Vessup,2,2023,mangrove,73,2285,Plastic Beverage Bottles,land,340,805
STT,Vessup,2,2023,mangrove,73,2285,Plastic Bottles (non-drinking),land,67,805
STT,Vessup,2,2023,mangrove,73,2285,"Plastic Food Containers/Utinsels (plates, cups, lids, etc.)",land,208,805
STT,Vessup,2,2023,mangrove,73,2285,Plastic Pieces,land,1333,805
STT,Vessup,2,2023,mangrove,73,2285,Shoes,land,32,805
STT,Vessup,2,2023,mangrove,73,2285,Six Pack Holders,land,9,805
STT,Vessup,2,2023,mangrove,73,2285,Straws,land,115,805
STT,Vessup,2,2023,mangrove,73,2285,Tires,land,6,805
STT,Vessup,2,2023,mangrove,73,2285,Toys,land,38,805
STX,Altona,2,2024,mangrove,29,1155,Plastic Beverage Bottles,land,319,
STX,Altona,2,2024,mangrove,29,1155,Glass Beverage Bottles,land,274,
STX,Altona,2,2024,mangrove,29,1155,"Food Wrappers (candy, chips, etc.)",land,334,
STX,Altona,2,2024,mangrove,29,1155,Metal Beverage Cans,land,130,
STX,Altona,2,2024,mangrove,29,1155,Caps (Metal & Plastic Combined),land,244,
STX,Altona,2,2024,mangrove,29,1155,"Plastic Food Containers/Utinsels (plates, cups, lids, etc.)",land,55,
STX,Altona,2,2024,mangrove,29,1155,"Plastic Food Containers/Utinsels (plates, cups, lids, etc.)",land,71,
STX,Altona,2,2024,mangrove,29,1155,Plastic Bags (other),land,120,
STX,Altona,2,2024,mangrove,29,1155,Other Non-Food Wrappers & Packaging,land,49,
STX,Altona,2,2024,mangrove,29,1155,Construction Materials,land,90,
STX,Altona,2,2024,mangrove,29,1155,Plastic Bags (grocery),land,46,
STX,Altona,2,2024,mangrove,29,1155,"Foam Food Containers/Utinsels (plates, cups, lids, etc.)",land,31,
STX,Altona,2,2024,mangrove,29,1155,"Plastic Food Containers/Utinsels (plates, cups, lids, etc.)",land,81,
STX,Altona,2,2024,mangrove,29,1155,"Foam Food Containers/Utinsels (plates, cups, lids, etc.)",land,16,
STX,Altona,2,2024,mangrove,29,1155,Caps (Metal & Plastic Combined),land,110,
STX,Altona,2,2024,mangrove,29,1155,Straws,land,30,
STX,Altona,2,2024,mangrove,29,1155,Tires,land,0,
STX,Altona,2,2024,mangrove,29,1155,Lighters,land,25,
STX,Altona,2,2024,mangrove,29,1155,"Plastic Food Containers/Utinsels (plates, cups, lids, etc.)",land,43,
STX,Altona,2,2024,mangrove,29,1155,"Paper (Bags, Pieces)",land,50,
STX,Altona,2,2024,mangrove,29,1155,Plastic Bottles (non-drinking),land,14,
STX,Altona,2,2024,mangrove,29,1155,"Paper Food Containers/Utinsels (plates, cups, lids, etc.)",land,12,
STX,Altona,2,2024,mangrove,29,1155,Other Non-Food Wrappers & Packaging,land,5,
STX,Altona,2,2024,mangrove,29,1155,Condoms,land,5,
STX,Altona,2,2024,mangrove,29,1155,Fishing Line,ocean,16,
STX,Altona,2,2024,mangrove,29,1155,Cigar Tips,land,4,
STX,Altona,2,2024,mangrove,29,1155,Diapers,land,5,
STX,Altona,2,2024,mangrove,29,1155,Buoys/Floats/Boat parts,ocean,5,
STX,Altona,2,2024,mangrove,29,1155,Cigarette Butts,land,4,
STX,Altona,2,2024,mangrove,29,1155,Fishing Materials (other),ocean,3,
STX,Altona,2,2024,mangrove,29,1155,Balloons,land,0,
STX,Altona,2,2024,mangrove,29,1155,Fishing Line,ocean,16,
STX,Altona,2,2024,mangrove,29,1155,Cigar Tips,land,11,
STX,Altona,2,2024,mangrove,29,1155,"Appliances (Fridges, Washers, etc)",land,5,
STX,Altona,2,2024,mangrove,29,1155,Fireworks,land,0,
STX,Altona,2,2024,mangrove,29,1155,Six Pack Holders,land,0,
STX,Altona,2,2024,mangrove,29,1155,Syringes,land,1,
STX,Altona,2,2024,mangrove,29,1155,Tampons/Tampon Applicators,land,3,
STX,Altona,2,2024,mangrove,29,1155,Metal Pieces,land,1,
STX,Altona,2,2024,mangrove,29,1155,Fishing Materials (other),ocean,1,
STX,Altona,2,2024,mangrove,29,1155,Toys,land,11,
STX,Altona,2,2024,mangrove,29,1155,Personal Hygine,land,1,
STX,Altona,2,2024,mangrove,29,1155,Shoes,land,18,
STX,Altona,2,2024,mangrove,29,1155,Metal Pieces,land,22,
STX,Altona,2,2024,mangrove,29,1155,Metal Pieces,land,1,
STX,Altona,2,2024,mangrove,29,1155,Construction Materials,land,3,
STX,Altona,2,2024,mangrove,29,1155,Toys,land,3,
STX,Altona,2,2024,mangrove,29,1155,"Paper (Bags, Pieces)",land,1,
STX,Altona,2,2024,mangrove,29,1155,Foam Pieces,land,1,
STX,Altona,2,2024,mangrove,29,1155,Clothes,land,54,
STX,Altona,2,2024,mangrove,29,1155,Syringes,land,1,
STX,Altona,2,2024,mangrove,29,1155,Plastic Pieces,land,1,
STX,Altona,2,2024,mangrove,29,1155,Plastic Pieces,land,1,
STX,Altona,2,2024,mangrove,29,1155,Construction Materials,land,1,
STX,Altona,2,2024,mangrove,29,1155,Toys,land,1,
STX,Altona,2,2024,mangrove,29,1155,"Paper (Bags, Pieces)",land,6,
STX,Altona,2,2024,mangrove,29,1155,Toys,land,1,
STX,Altona,2,2024,mangrove,29,1155,Glass Pieces,land,1,
STX,Altona,2,2024,mangrove,29,1155,"Paper (Bags, Pieces)",land,4,
STX,Altona,2,2024,mangrove,29,1155,Construction Materials,land,8,
STX,Altona,2,2024,mangrove,29,1155,Clothes,land,1,
STX,Altona,2,2024,mangrove,29,1155,Clothes,land,1,
STX,Altona,2,2024,mangrove,29,1155,Fishing Materials (other),ocean,1,
STX,Altona,2,2024,mangrove,29,1155,Metal Pieces,land,1,
STX,Altona,2,2024,mangrove,29,1155,Construction Materials,land,2,
STX,Altona,2,2024,mangrove,29,1155,Clothes,land,1,
STX,Altona,2,2024,mangrove,29,1155,Metal Pieces,land,2,
STX,Altona,2,2024,mangrove,29,1155,"Paper (Bags, Pieces)",land,1,
STX,Altona,2,2024,mangrove,29,1155,Construction Materials,land,2,
STX,Altona,2,2024,mangrove,29,1155,Foam Pieces,land,18,
STX,Altona,2,2024,mangrove,29,1155,Glass Pieces,land,153,
STX,Altona,2,2024,mangrove,29,1155,Plastic Pieces ,land,139,
STX,Altona,2,2024,mangrove,29,1155,Foam Pieces,land,51,
STX,Altona,2,2024,mangrove,29,1155,Glass Pieces,land,141,
STX,Altona,2,2024,mangrove,29,1155,Plastic Pieces,land,289,
STJ,Coral Bay,3,2024,mangrove,55,2602,Plastic Beverage Bottles,land,286,
STJ,Coral Bay,3,2024,mangrove,55,2602,Glass Beverage Bottles,land,193,
STJ,Coral Bay,3,2024,mangrove,55,2602,"Food Wrappers (candy, chips, etc.)",land,139,
STJ,Coral Bay,3,2024,mangrove,55,2602,Metal Beverage Cans,land,139,
STJ,Coral Bay,3,2024,mangrove,55,2602,Caps (Metal & Plastic Combined),land,102,
STJ,Coral Bay,3,2024,mangrove,55,2602,"Plastic Food Containers/Utinsels (plates, cups, lids, etc.)",land,91,
STJ,Coral Bay,3,2024,mangrove,55,2602,"Plastic Food Containers/Utinsels (plates, cups, lids, etc.)",land,54,
STJ,Coral Bay,3,2024,mangrove,55,2602,Plastic Bags (other),land,134,
STJ,Coral Bay,3,2024,mangrove,55,2602,Other Non-Food Wrappers & Packaging,land,82,
STJ,Coral Bay,3,2024,mangrove,55,2602,Construction Materials,land,152,
STJ,Coral Bay,3,2024,mangrove,55,2602,Plastic Bags (grocery),land,104,
STJ,Coral Bay,3,2024,mangrove,55,2602,"Foam Food Containers/Utinsels (plates, cups, lids, etc.)",land,7,
STJ,Coral Bay,3,2024,mangrove,55,2602,"Plastic Food Containers/Utinsels (plates, cups, lids, etc.)",land,17,
STJ,Coral Bay,3,2024,mangrove,55,2602,"Foam Food Containers/Utinsels (plates, cups, lids, etc.)",land,18,
STJ,Coral Bay,3,2024,mangrove,55,2602,Caps (Metal & Plastic Combined),land,37,
STJ,Coral Bay,3,2024,mangrove,55,2602,Straws,land,9,
STJ,Coral Bay,3,2024,mangrove,55,2602,Tires,land,14,
STJ,Coral Bay,3,2024,mangrove,55,2602,Lighters,land,31,
STJ,Coral Bay,3,2024,mangrove,55,2602,"Plastic Food Containers/Utinsels (plates, cups, lids, etc.)",land,64,
STJ,Coral Bay,3,2024,mangrove,55,2602,"Paper (Bags, Pieces)",land,13,
STJ,Coral Bay,3,2024,mangrove,55,2602,Plastic Bottles (non-drinking),land,97,
STJ,Coral Bay,3,2024,mangrove,55,2602,"Paper Food Containers/Utinsels (plates, cups, lids, etc.)",land,8,
STJ,Coral Bay,3,2024,mangrove,55,2602,Other Non-Food Wrappers & Packaging,land,29,
STJ,Coral Bay,3,2024,mangrove,55,2602,Condoms,land,1,
STJ,Coral Bay,3,2024,mangrove,55,2602,Fishing Line,ocean,87,
STJ,Coral Bay,3,2024,mangrove,55,2602,Cigar Tips,land,1,
STJ,Coral Bay,3,2024,mangrove,55,2602,Diapers,land,1,
STJ,Coral Bay,3,2024,mangrove,55,2602,Buoys/Floats/Boat parts,ocean,31,
STJ,Coral Bay,3,2024,mangrove,55,2602,Cigarette Butts,land,8,
STJ,Coral Bay,3,2024,mangrove,55,2602,Fishing Materials (other),ocean,16,
STJ,Coral Bay,3,2024,mangrove,55,2602,Balloons,land,0,
STJ,Coral Bay,3,2024,mangrove,55,2602,Fishing Line,ocean,23,
STJ,Coral Bay,3,2024,mangrove,55,2602,Cigar Tips,land,1,
STJ,Coral Bay,3,2024,mangrove,55,2602,"Appliances (Fridges, Washers, etc)",land,12,
STJ,Coral Bay,3,2024,mangrove,55,2602,Fireworks,land,0,
STJ,Coral Bay,3,2024,mangrove,55,2602,Six Pack Holders,land,3,
STJ,Coral Bay,3,2024,mangrove,55,2602,Syringes,land,1,
STJ,Coral Bay,3,2024,mangrove,55,2602,Tampons/Tampon Applicators,land,1,
STJ,Coral Bay,3,2024,mangrove,55,2602,Foam Pieces,land,49,
STJ,Coral Bay,3,2024,mangrove,55,2602,Glass Pieces,land,145,
STJ,Coral Bay,3,2024,mangrove,55,2602,Plastic Pieces ,land,189,
STJ,Coral Bay,3,2024,mangrove,55,2602,Foam Pieces,land,36,
STJ,Coral Bay,3,2024,mangrove,55,2602,Glass Pieces,land,7,
STJ,Coral Bay,3,2024,mangrove,55,2602,Plastic Pieces,land,220,
STJ,Coral Bay,3,2024,mangrove,55,2602,Metal Pieces,land,51,
STJ,Coral Bay,3,2024,mangrove,55,2602,Metal Pieces,land,1,
STJ,Coral Bay,3,2024,mangrove,55,2602,Shoes,land,26,
STJ,Coral Bay,3,2024,mangrove,55,2602,Buoys/Floats/Boat parts,ocean,16,
STJ,Coral Bay,3,2024,mangrove,55,2602,Fishing Materials (other),ocean,15,
STJ,Coral Bay,3,2024,mangrove,55,2602,Clothes,land,8,
STJ,Coral Bay,3,2024,mangrove,55,2602,"Paper (Bags, Pieces)",land,13,
STJ,Coral Bay,3,2024,mangrove,55,2602,Toys,land,7,
STT,Vessup Bay,4,2024,mangrove,48,5755,Plastic Beverage Bottles,land,1785,
STT,Vessup Bay,4,2024,mangrove,48,5755,Glass Beverage Bottles,land,166,
STT,Vessup Bay,4,2024,mangrove,48,5755,"Food Wrappers (candy, chips, etc.)",land,197,
STT,Vessup Bay,4,2024,mangrove,48,5755,Metal Beverage Cans,land,203,
STT,Vessup Bay,4,2024,mangrove,48,5755,Caps (Metal & Plastic Combined),land,272,
STT,Vessup Bay,4,2024,mangrove,48,5755,"Plastic Food Containers/Utinsels (plates, cups, lids, etc.)",land,203,
STT,Vessup Bay,4,2024,mangrove,48,5755,"Plastic Food Containers/Utinsels (plates, cups, lids, etc.)",land,94,
STT,Vessup Bay,4,2024,mangrove,48,5755,Plastic Bags (other),land,153,
STT,Vessup Bay,4,2024,mangrove,48,5755,Other Non-Food Wrappers & Packaging,land,101,
STT,Vessup Bay,4,2024,mangrove,48,5755,Construction Materials,land,120,
STT,Vessup Bay,4,2024,mangrove,48,5755,Plastic Bags (grocery),land,60,
STT,Vessup Bay,4,2024,mangrove,48,5755,"Foam Food Containers/Utinsels (plates, cups, lids, etc.)",land,77,
STT,Vessup Bay,4,2024,mangrove,48,5755,"Plastic Food Containers/Utinsels (plates, cups, lids, etc.)",land,52,
STT,Vessup Bay,4,2024,mangrove,48,5755,"Foam Food Containers/Utinsels (plates, cups, lids, etc.)",land,33,
STT,Vessup Bay,4,2024,mangrove,48,5755,Caps (Metal & Plastic Combined),land,26,
STT,Vessup Bay,4,2024,mangrove,48,5755,Straws,land,52,
STT,Vessup Bay,4,2024,mangrove,48,5755,Tires,land,10,
STT,Vessup Bay,4,2024,mangrove,48,5755,Lighters,land,57,
STT,Vessup Bay,4,2024,mangrove,48,5755,"Plastic Food Containers/Utinsels (plates, cups, lids, etc.)",land,70,
STT,Vessup Bay,4,2024,mangrove,48,5755,"Paper (Bags, Pieces)",land,14,
STT,Vessup Bay,4,2024,mangrove,48,5755,Plastic Bottles (non-drinking),land,174,
STT,Vessup Bay,4,2024,mangrove,48,5755,"Paper Food Containers/Utinsels (plates, cups, lids, etc.)",land,23,
STT,Vessup Bay,4,2024,mangrove,48,5755,Other Non-Food Wrappers & Packaging,land,12,
STT,Vessup Bay,4,2024,mangrove,48,5755,Condoms,land,2,
STT,Vessup Bay,4,2024,mangrove,48,5755,Fishing Line,land,361,
STT,Vessup Bay,4,2024,mangrove,48,5755,Cigar Tips,land,1,
STT,Vessup Bay,4,2024,mangrove,48,5755,Diapers,land,0,
STT,Vessup Bay,4,2024,mangrove,48,5755,Buoys/Floats/Boat parts,land,52,
STT,Vessup Bay,4,2024,mangrove,48,5755,Cigarette Butts,land,1,
STT,Vessup Bay,4,2024,mangrove,48,5755,Fishing Materials (other),land,15,
STT,Vessup Bay,4,2024,mangrove,48,5755,Balloons,land,1,
STT,Vessup Bay,4,2024,mangrove,48,5755,Fishing Line,land,10,
STT,Vessup Bay,4,2024,mangrove,48,5755,Cigar Tips,land,6,
STT,Vessup Bay,4,2024,mangrove,48,5755,"Appliances (Fridges, Washers, etc)",land,2,
STT,Vessup Bay,4,2024,mangrove,48,5755,Fireworks,land,0,
STT,Vessup Bay,4,2024,mangrove,48,5755,Six Pack Holders,land,4,
STT,Vessup Bay,4,2024,mangrove,48,5755,Syringes,land,2,
STT,Vessup Bay,4,2024,mangrove,48,5755,Tampons/Tampon Applicators,land,7,
STT,Vessup Bay,4,2024,mangrove,48,5755,Foam Pieces,land,55,
STT,Vessup Bay,4,2024,mangrove,48,5755,Glass Pieces,land,16,
STT,Vessup Bay,4,2024,mangrove,48,5755,Plastic Pieces ,land,164,
STT,Vessup Bay,4,2024,mangrove,48,5755,Foam Pieces,land,204,
STT,Vessup Bay,4,2024,mangrove,48,5755,Glass Pieces,land,23,
STT,Vessup Bay,4,2024,mangrove,48,5755,Plastic Pieces,land,626,
STT,Vessup Bay,4,2024,mangrove,48,5755,Clothes,land,32,
STT,Vessup Bay,4,2024,mangrove,48,5755,Clothes,land,9,
STT,Vessup Bay,4,2024,mangrove,48,5755,Shoes,land,58,
STT,Vessup Bay,4,2024,mangrove,48,5755,Shoes,land,8,
STT,Vessup Bay,4,2024,mangrove,48,5755,Plastic Pieces,land,4,
STT,Vessup Bay,4,2024,mangrove,48,5755,Construction Material,land,8,
STT,Vessup Bay,4,2024,mangrove,48,5755,Metal Pieces,land,4,
STT,Vessup Bay,4,2024,mangrove,48,5755,Metal Pieces,land,1,
STT,Vessup Bay,4,2024,mangrove,48,5755,Toys,land,11,
STT,Vessup Bay,4,2024,mangrove,48,5755,Personal Hygine,land,2,
STT,Vessup Bay,4,2024,mangrove,48,5755,Toys,land,5,
STT,Vessup Bay,4,2024,mangrove,48,5755,Toys,land,1,
STT,Vessup Bay,4,2024,mangrove,48,5755,Plastic Pieces,land,13,
STT,Vessup Bay,4,2024,mangrove,48,5755,Metal Pieces,land,13,
STT,Vessup Bay,4,2024,mangrove,48,5755,Buoys/Floats/Boat parts,land,16,
STT,Vessup Bay,4,2024,mangrove,48,5755,Toys,land,1,
STT,Vessup Bay,4,2024,mangrove,48,5755,Plastic Pieces,land,1,
STT,Vessup Bay,4,2024,mangrove,48,5755,"Paper (Bags, Pieces)",land,2,
STT,Vessup Bay,4,2024,mangrove,48,5755,Plastic Pieces,land,4,
STT,Vessup Bay,4,2024,mangrove,48,5755,Metal Pieces,land,3,
STT,Vessup Bay,4,2024,mangrove,48,5755,Plastic Pieces,land,1,
STT,Vessup Bay,4,2024,mangrove,48,5755,Metal Pieces,land,1,
STT,Vessup Bay,4,2024,mangrove,48,5755,Plastic Pieces,land,1,
STT,Vessup Bay,4,2024,mangrove,48,5755,"Paper (Bags, Pieces)",land,1,
STT,Vessup Bay,4,2024,mangrove,48,5755,Metal Pieces,land,1,
STT,Vessup Bay,4,2024,mangrove,48,5755,Plastic Pieces,land,1,
STT,Vessup Bay,4,2024,mangrove,48,5755,Metal Pieces,land,1,
STT,Vessup Bay,4,2024,mangrove,48,5755,Construction Material,land,1,
STT,Vessup Bay,4,2024,mangrove,48,5755,Construction Material,land,3,
STT,Vessup Bay,4,2024,mangrove,48,5755,Construction Material,land,1,
STT,Vessup Bay,4,2024,mangrove,48,5755,Construction Material,land,4,
STT,Vessup Bay,4,2024,mangrove,48,5755,Toys,land,3,
STT,Vessup Bay,4,2024,mangrove,48,5755,Buoys/Floats/Boat parts,land,1,
STT,Vessup Bay,4,2024,mangrove,48,5755,Metal Pieces,land,4,
STT,Vessup Bay,4,2024,mangrove,48,5755,Plastic Bottles (non-drinking),land,7,
STT,Vessup Bay,4,2024,mangrove,48,5755,Clother,land,3,
STT,Vessup Bay,4,2024,mangrove,48,5755,Personal Hygine,land,1,
STT,Vessup Bay,4,2024,mangrove,48,5755,Buoys/Floats/Boat parts,land,2,
STT,Vessup Bay,4,2024,mangrove,48,5755,Construction Material,land,1,
STT,Vessup Bay,4,2024,mangrove,48,5755,Construction Material,land,1,
STT,Vessup Bay,4,2024,mangrove,48,5755,Plastic Pieces,land,8,
STT,Vessup Bay,4,2024,mangrove,48,5755,Construction Material,land,1,
STT,Vessup Bay,4,2024,mangrove,48,5755,Construction Material,land,1,
STT,Vessup Bay,4,2024,mangrove,48,5755,Toys,land,1,
STT,Vessup Bay,4,2024,mangrove,48,5755,Buoys/Floats/Boat parts,land,1,